property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,house_mortgage,rent,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
187,1,0,112,بلوار بهارستان,2,,4,1890000000,بتونی,شرقی,سنگ,موزاییک,MDF,,1,با  کاغذ قیمت(1400/12/8مهدی خانیان)  11.47*9.80  با تسویه شهرداری  با پرده  تانک و پمپ,6,187,187,buy,0,0,,,,,,,,,1,1,
189,1,0,238,خیابان 17 شهریور,2,,3,5500000000,1340000000,شمالی,اجرنما,موزاییک,فلز,1,1,کاغذ قیمت(1400/9/30-ابراهیم پورنمازیان)  کولر و نرده  تسویه شهرداری,6,189,189,buy,0,0,,,,,,,,,1,1,
190,2,0,195,خیابان بزرگمهر,,,,3290000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/17)  با تسویه شهرداری  معاوضه با منزل همکف  کولر  دو خواب بالا  یک خواب پایین  1 اتاق سرپله(انباری),6,190,190,buy,0,0,,,,,,,,,1,1,
192,1,0,46,خیابان شریعتی,,,,1990000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1401/9/7)  نیم طبقه پایین  1/5 طبقه  20سال ساخت  فروش نقدی با تخفیف  کمد-موکت-آیفون و تسویه شهرداری,6,192,192,buy,0,0,,,,,,,,,1,1,
195,1,0,160,بلوار جمهوری,2,,3,3700000000,اسکلت بتن,جنوبی,سنگ,سرامیک,MDF,1,1,بدون کاغذ قیمت  یک خواب بالا  دو خواب پایین  تسویه شهرداری  آبنما-کولرآبی وگازی-کمددیواری-شیرآلات  تانک و پمپ-آیفون تصویری  نوساز  معاوضه با هواری در دانش,6,195,195,buy,0,0,,,,,,,,,1,1,
196,1,0,155,خیابان فرخی,2,,3,3710000000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهندس خانی-1401/9/19)  دو طبقه مجزا با ورودی جداگانه  فروش طبقه دوم جداگانه هم انجام میشود  معاوضه با همکف در محدوده منتظری شمالی و بلوار فجر  فروش نقدی با تخفیف,6,196,196,buy,0,0,,,,,,,,,1,1,
197,1,0,200,بلوار اسرافیلیان,,,,2500000000,کلنگی,شمالی,,,,,,هواری  بدون فیلم و عکس  بدون کاغذ قیمت,6,197,197,buy,0,0,,,,,,,,,1,1,
198,1,0,170,خیابان فرخی,2,,3,4800000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزادسلیمانی-1401/6/22)  فروش نقدی با تخفیف ویژه  معاوضه با باغ در شمال یا طرف اداره گاز  یک خواب سرپله  و در هر طبقه یک خواب  زیر زمین,6,198,198,buy,0,0,,,,,,,,,1,1,
200,1,0,414,خیابان رجایی جنوبی,,,3,3870000000,آهن,شمال شرقی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان-1401/9/7)  با تسویه شهرداری  تانک و پمپ  زیرزمین بزرگ  معاوضه با منزل همکف در محدوده رجایی جنوبی و شهدا  فروش نقدی با تخفیف,6,200,200,buy,0,0,,,,,,,,,1,1,
202,4,0,600,صحرای جنت آباد(شرکت سابی)  خیابان کانال ذی کش(هشت بهشت),,,1,2990000000,3800000000,غربی,سنگ,موزاییک,MDF,,1,باکاغذقیمت(محمود نظرعلیان-1401//9/26)  برق فرعی  سرویس بهداشتی مستر   دوربین-دزدگیر-درب برقی-کناف-کولرگازی-انباری-پمپ  آب انبار زیر ساخت  15 دقیقه آب کانال  15 دقیقه آب چاه  آب کانال لوله کشی شده  50 اصله درخت  معاوضه با منزل همکف حوالی شمال شهر,6,202,202,buy,0,0,,,,,,,,,1,1,
205,1,0,117,خیابان معرفت,2,,2,2210000000,بتونی,شمالی,سنگ,موزاییک,فلز,,,با کاغذ قیمت(1401/6/29مهدی خانیان)  با تسویه شهرداری  تانک و پمپ  یک خواب پایین  یک خواب بالا  معاوضه با همکف,6,205,205,buy,0,0,,,,,,,,,1,1,
206,2,0,40,خیابان ریاضی,,,,2000000000,2500000000,شرقی,,,,,,بدون کاغذ قیمت  جامغازه,6,206,206,buy,0,0,,,,,,,,,1,1,
209,2,0,135,خیابان محمد رسول الله,,,,1400000000,3870000000,شمالی,,,,,,بدون کاغذ قیمت  جاخونه,6,209,209,buy,0,0,,,,,,,,,1,1,
210,2,0,117,چهارباغ,,,,1000000000,5580000000,جنوبی شمالی غربی,,,,,,بدون کاغذ قیمت  بدون ابعاد  جا خونه,6,210,210,buy,0,0,,,,,,,,,1,1,
212,2,0,143,بلوار حجتی,,,,644000000,2000000000,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/6/27)  فقط فروش  ,6,212,212,buy,0,0,,,,,,,,,1,1,
215,2,0,415,خیابان خرم غربی,,,,5800000000,2000000000,شمالی جنوبی,,,,,,بدون کاغذ قیمت  زمین باغی ویلایی مسکونی,6,215,215,buy,0,0,,,,,,,,,1,1,
216,2,0,240,شهرک سعیدفر,,,,1270000000,887000000,شمالی,,,,,,بدون کاغذ قیمت  جاخونه,6,216,216,buy,0,0,,,,,,,,,1,1,
217,2,0,143,خیابان شریعتی,,,,790000000,2100000000,جنوبی,,,,,,بدون کاغذ قیمت  جاخونه,6,217,217,buy,0,0,,,,,,,,,1,1,
218,4,0,750,بلوار الغدیر,,,,4930000000,بتونی,شمالی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/21)  فونداسیون ستون  فروش نقدی با تخفیف  معاوضه با 3 خواب همکف تا 6 میلیارد  کمد دیواری-زیرزمین-پرده-آیفون تصویری-کولر  دو خواب پایین  دو خواب بالا,6,218,218,buy,0,0,,,,,,,,,1,1,
219,6,0,150,خیابان خرم شرقی,,,,3590000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(مهدی خانیان-1401/8/11)  1/5 سهم باربیکیو  کولرگازی-شیرآلات-هود-اجاق گاز-حیاط خلوت-آیفون تصویری,6,219,219,buy,0,0,,,,,,,,,1,1,
220,2,0,150,ویلاشهر-انتهای باهنر,,,,1430000000,1850000000,جنوب غربی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/8/28)  فقط فروشی  شماره ذکر شده مربوط به آقای امیرخانی (شریک)  با پروانه,6,220,220,buy,0,0,,,,,,,,,1,1,
221,2,0,296,خیابان قدس شرقی,,,,5330000000,643500000,شمال غربی,,,,,,با کاغذ قیمت(مهندس خانی-1401/7/10)  بدون عقب نشینی    ,6,221,221,buy,0,0,,,,,,,,,1,1,
222,2,0,40,خیابان 17 شهریور,,,,1000000000,2600000000,جنوبی,,,,,,بدون کاغذ قیمت  زمین تجاری  توغلاف  معاوضه با جاخونه,6,222,222,buy,0,0,,,,,,,,,1,1,
226,1,0,87,خیابان محمد رسول الله,2,,2,2250000000,بتونی,شمال شرقی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(روح الله پاینده-1400/10/6)  دوبلکس  دو خواب بالا  عدم خلاف-پکیج کناف  سرویس حیاط تراس بالا  فروش نقدی  قیمت پیشنهادی,6,226,226,buy,0,0,,,,,,,,,1,1,
227,1,0,114,خیابان شهدا,,,1,1910000000,بتونی,جنوبی,سرامیک,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1401/8/22)  با تسویه شهرداری-پکیج-هود-کمد-لوستر-موکت  پمپ و تانک  دزدگیر و دوربین  کولرآبی  معاوضه با زمین مسکونی و قابل فروش  فروش نقدی با تخفیف در اولویت,6,227,227,buy,0,0,,,,,,,,,1,1,
228,2,0,148,بلوار طالقانی,,,,595000000,1425000000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/15)  ,6,228,228,buy,0,0,,,,,,,,,1,1,
229,6,2,,خیابان منتظری شمالی,,,2,2630000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/29)  فقط فیلم  کولر-انباری-پمپ-اتفاع حریق  یک چهارم برق 3 فاز جمع,6,229,229,buy,0,0,,,,,,,,,1,1,
231,1,0,202,خیابان شریعتی,2,,5,6160000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/23)  فونداسیون ستون  فروش نقدی با تخفیف  معاوضه با همکف  سنگ مصنوعی-دو کولر آبی  آیفون تصویری-پمپ-پرده-کمد دیواری  3 خواب بالا با یک حمام مستر  دو خواب پایین,6,231,231,buy,0,0,,,,,,,,,1,1,
232,1,0,189,15 خرداد,2,,3,3300000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/7/7)  با تسویه شهرداری  تانک و پمپ  فروش نقدی با تخفیف  معاوضه با هواری یا زمین قابل ساخت تا دو میلیارد و سیصد  زیرزمین  یک خواب سرپله  و در هر طبقه یک خواب,6,232,232,buy,0,0,,,,,,,,,1,1,
233,6,3,,بلوار فجر,,2,2,928000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,,,با کاغذ قیمت(مهدی پورنمازیان-1401/8/16)  فروش نقدی با تخفیف ویژه  معاوضه با همکف  کولر,6,233,233,buy,0,0,,,,,,,,,1,1,
234,2,0,330,خیابان منتظری شمالی,,,,2890000000,6162895000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/23)  متراژ حتما کنترل شود  فروش نقدی با تخفیف ویژه  قابل معاوضه با زمین بزرگتر,6,234,234,buy,0,0,,,,,,,,,1,1,
235,1,0,348,خیابان فردوسی شمالی,,,2,4540000000,آهن,جنوبی,اجرنما,,,1,1,با کاغذ قیمت(مهدی خانیان-1401/8/1)  بدون فیلم و عکس  با تسویه شهرداری  با پرده و موکت  1/5 طبقه  نوساز و بدون پله,6,235,235,buy,0,0,,,,,,,,,1,1,
236,1,0,214,خیابان نمازی,2,,4,6610000000,بتونی,شمالی جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/6/30)  قیمت و مساحت مجموع منزل و یک باب مغازه جنب منزل  فروش نقدی با تخفیف  معاوضه با همکف یا 1/5 طبقه  فروش و معاوضه منزل و مغازه با هم است  تانک آب فلزی  فیلم و عکس فقط از طبقه اول است,6,236,236,buy,0,0,,,,,,,,,1,1,
237,5,0,38,خیابان شریعتی,,,,1340000000,بتونی,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/27)  ابعاد 75*3 به 13*10  شماره تماس از سجاد هاشمی  قیمت با احتساب زیر بنا بدون طبقه فوقانی,6,237,237,buy,0,0,,,,,,,,,1,1,
239,1,0,111,اول امیرآباد-خیابان شهید مفتح,,,2,1550000000,بتونی,جنوبی,اجر زبره,موزاییک,فلز,1,1,با کاغذ قیمت(1401/9/21 ابراهیم پورنمازیان)  با تسویه شهرداری  بدون فونداسیون  معاوضه با منزل در امیرآباد زیر 2 میلیارد  کولر-پمپ-پرده  کوچه 6 متری,6,239,239,buy,0,0,,,,,,,,,1,1,
240,2,0,189,خیابان معرفت,,,,1880000000,3300000000,شمالی,,,,,,بدون کاغذ قیمت  معاوضه با منزل همکف یا مغازه سوئیتی,6,240,240,buy,0,0,,,,,,,,,1,1,
241,2,0,497,خیابان آبشار,,,,3580000000,40000000000,جنوب غربی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/2/31)  ,6,241,241,buy,0,0,,,,,,,,,1,1,
242,1,0,100,خیابان شریعتی,2,,2,2500000000,بتونی,شمالی,اجرنما,موزاییک,MDF,,1,با کاغذ قیمت(بهزاد سلیمانی-1401/9/29)  با تسویه شهرداری  هود-کمد دیواری-پرده  نرده و کولرگازی  معاوضه با منزل همکف در محدوده مجاهد و 15 خرداد,6,242,242,buy,0,0,,,,,,,,,1,1,
244,5,0,23,خیابان رجایی شمالی,,,,603000000,آهن,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/7/20)  دو واحد تجاری  10 و 13 متر مربع  فقط فروش,6,244,244,buy,0,0,,,,,,,,,1,1,
245,1,0,130,خیابان شریعتی,,,2,2300000000,بتونی,شمالی,اجرنما,موزاییک,,1,1,بدون عکس و فیلم و کاغذ قیمت  یک خواب همکف  یک خواب سر پله  معاوضه با زمین تا یک میلیارد و دویست  بن بست اختصاصی 6 متری,6,245,245,buy,0,0,,,,,,,,,1,1,
247,1,0,150,خیابان محمد رسول الله,,,2,3300000000,,جنوبی,سنگ,سرامیک,MDF,,1,بدون عکس و فیلم و کاغذ قیمت,6,247,247,buy,0,0,,,,,,,,,1,1,
248,5,0,6400,نرسیده به پلیس راه  خیابان 50 متری ,,,,40000000000,,دو نبش,,,,,,بدون کاغذ قیمت و عکس  برق صنعتی-پروانه بهره برداری-صادرات سنگ - تالار  قله بر 2 عدد - ساب 2 عدد  کله بر 2 عدد - دستگاه بتونه 4 کله یک عدد  فرز 7 متری یک عدد - چاه 50 متری  5 عدد مغازه حدود 200 متر  استخر - دوربین - پروانه کسب  تا تیر 1402 کرایه است,6,248,248,buy,0,0,,,,,,,,,1,1,
249,4,0,566,بلوار خرمشهر,,,1,2650000000,1000000000,شمالی,سنگ,موزاییک,MDF,,1,با کاغذ قیمت(مهدی خانیان - 1401/9/30)  آب چاه ده دقیقه - دوربین - دزدگیر- کولرگازی - آیفون تصویری- استخر - حمام مستر  کمد دیواری - اشجار - موتورخانه و ابیاری قطره ای  داربست و تاب  درب برقی  معاوضه با منزل مسکونی با قیمت بالاتر یا زمین,6,249,249,buy,0,0,,,,,,,,,1,1,
250,2,0,72,17 شهریور شرقی,,,,2160000000,2100000000,جنوبی,,,,,,بدون کاغذ قیمت  تفکیکی دو مغازه  ماده 5 پرداخت شده,6,250,250,buy,0,0,,,,,,,,,1,1,
254,1,0,,چهارباغ,,,2,0,1908380000,جنوبی,,,,,,رهن کامل و تبدیل 150 به 1 میلیون  رفیق میثم  شیک و تمیز  ورودی مشترک  طبقه دوم  پارکینگ موتور,6,254,254,buy,0,0,,,,,,,,,1,1,
256,4,0,1947,فلکه دانشگاه,,,,5680000000,4032000000,شمالی,اجرنما,,فلز,,1,با کاغذ قیمت(مشاور املاک دلگشا)  تانک آب - اشجار - 30 دقیقه آب چاه - برق فرعی,6,256,256,buy,0,0,,,,,,,,,1,1,
257,4,0,1500,جاده شرکت سابیر,,,,3740000000,5675150000,شمالی جنوبی,کاهگلی,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان - 1401/8/1)  دو درب ورودی-76 دقیقه آب چاه - 76 دقیقه آب کانال  با لوله آب تا استخر  استخر-اشجار-ساخت  دو عدد باربیکیو - دارای داربست گلخانه - تانک و پمپ,6,257,257,buy,0,0,,,,,,,,,1,1,
258,1,0,186,بلوار اسرافیلیان,,,3,2140000000,3742000000,جنوبی شرقی,اجرنما,موزاییک,,1,1,با کاغذ قیمت(مهدی خانیان-1401/5/10)  با تسویه شهرداری  بدون عکس و فیلم  کولر  هواری,6,258,258,buy,0,0,,,,,,,,,1,1,
259,1,0,256,خیابان معرفت,2,,4,4800000000,بتونی,شمالی,اجرنما,موزاییک,فلز,,,بدون کاغذ قیمت  معاوضه با همکف  گچبری و نقاشی  دو خواب بالا  دو خواب پایین  ,6,259,259,buy,0,0,,,,,,,,,1,1,
260,1,0,194,خیابان شریعتی,,,2,3580000000,اسکلت,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/3)  با تسویه حساب شهرداری,6,260,260,buy,0,0,,,,,,,,,1,1,
261,1,0,119,بلوار فجر,2,,3,2500000000,3580000000,جنوبی,اجرنما,موزاییک,MDF,,1,با کاغذ قیمت(مهدی خانیان-1401/10/1)  با تسویه شهرداری  پرده و موکت  تانک و پمپ  شماره تماس از آقای صالحی پسر خانم رحیمی,6,261,261,buy,0,0,,,,,,,,,1,1,
262,1,0,109,خیابان فرخی,2,,2,2040000000,2500000000,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/2/11)  1/5 طبقه  کولر-تانک و پمپ-موکت-پرده  معاوضه با همکف  ,6,262,262,buy,0,0,,,,,,,,,1,1,
263,6,0,,فاز4مسکن مهر ,,,2,916000000,2036315000,,اجرنما,سرامیک,MDF,1,,با کاغذ قیمت(املاک بهنام-1401/3/21)  پایان کار  تسویه حساب شهرداری  بدون فیلم و عکس,6,263,263,buy,0,0,,,,,,,,,1,1,
264,2,0,128,بلوار آیت الله ایزدی,,,,833000000,916000000,شمالی جنوبی,,,,,,با کاغذ قیمت(مهندس خانی - 1401/10/3)  کوچه 8 متری,6,264,264,buy,0,0,,,,,,,,,1,1,
265,2,0,302,بلوار فجر,,,,2110000000,2114000000,شمالی جنوبی,,,,,,با کاغذ قیمت(مهندس خانی - 1401/10/3)  معاوضه با منزل رضایی مرکزی و همکف  و زمین شمالی در شمال شهر,6,265,265,buy,0,0,,,,,,,,,1,1,
266,1,0,314,خیابان منتظری شمالی,3,,8,13100000000,بتونی,شمالی,سنگ,سرامیک,های گلاس,1,1,با کاغذ قیمت(ابراهیم پورنمازیان - 1401/4/26)  دو خواب پایین  دو خواب همکف  و دو واحد طبقه بالا هر واحد دو خواب  کولر - موکت - پرده,6,266,266,buy,0,0,,,,,,,,,1,1,
268,2,0,160,بلوار دانشگاه,,,,1200000000,12000000000,شمالی,,,,,,با کاغذ قیمت(مهندس خانی - 1401/8/3)  قیمت پیشنهادی یک میلیارد و سیصد میلیون  کوچه 8 متری  فقط فروش,6,268,268,buy,0,0,,,,,,,,,1,1,
269,4,0,2000,کمربندی خمینی شهر,,,,12000000000,1200000000,,,,,1,1,بدون کاغذ قیمت و عکس و فیلم  راه اسفالت  زمین والیبال  آب کشاورزی  قابل معاوضه با نصف قیمت با ملک در نجف آباد  ,6,269,269,buy,0,0,,,,,,,,,1,1,
270,4,0,3500,فلکه ویلاشهر به طرف گلدشت,,,,6800000000,1300000000,,,,,,,بدون کاغذ قیمت و فیلم و عکس  آب کانال 2/45 دقیقه و آب چاه 1/45 دقیقه  آب انبار 100 متر  استخر مسقف  معاوضه با ملک در نجف آباد,6,270,270,buy,0,0,,,,,,,,,1,1,
272,2,0,120,پارک لاله,,,,1300000000,2300000000,شمالی,,,,,,بدون کاغذ قیمت  بدون ساخت و درخت  برق فرعی  ده دقیقه آب,6,272,272,buy,0,0,,,,,,,,,1,1,
273,1,0,216,خیابان رجایی جنوبی,2,,5,4560000000,نیمه اسکلت,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(1401/10/10 - مهدی خانیان)  با تسویه شهرداری  تانک و پمپ  3 خواب پایین  2 خواب بالا,6,273,273,buy,0,0,,,,,,,,,1,1,
274,1,0,184,خیابان امیرکبیر,,,2,2300000000,آهن,غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان -1400/7/28)  فروش نقدی یا معاوضه با آهن آجر 3 خواب  پرده - کولر - موکت,6,274,274,buy,0,0,,,,,,,,,1,1,
