_MelkID,_MalekID,Masahat,TabagheCNT,MelkType,Mahdude,Address,Baygani,Tedad_KOL_Tabaghat,Tabaghe_darVahed,tedadkhab,MablaghForush,VaziatBana,Jahat,nama,KafPush,ServisKichen,Parking,VorudiMostaghrl,Tozihat
125,98,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
126,99,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
127,100,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
128,101,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
129,102,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
130,103,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
131,104,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
132,105,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
133,106,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,,2,,2,,,,,,,,,
134,107107,135,NULL,ویلایی,,خیابان فرخی - کوچه سعادت - منزل 10 جنوبی,درست,2,,2,,آهن,جنوبی,سنگ,موزاییک,سنگ و فلز,1,1,معرف و شماره تماس میثم جلالی  یک خواب پایین  یک خواب بالا  رهن کامل  دو دستگاه کامل  پارکینگ ماشین
135,108108,1100,NULL,باغ,امام غربی,خیابان امام غربی - خ ابوالقاسم پاینده - خ سایت غربی-بن بست 8 متری شمالی - پلاک آخر - درب روبرو شمالی,,,,,3٫11E+09,3800000000,شمالی,,,,,1,با کاغذ قیمت(مهدی خانیان - 1401/7/24)  درخت  استخر  30 دقیقه آب چاه  بدون فیلم و عکس  ساخت ندارد
136,109109,162,NULL,ویلایی,خیابان فرخی,خیابان فرخی - بعد از بلوار فجر - بن بست شبنم - پلاک 9,,2,,5,4٫36E+09,نیمه اسکلت,شمالی,اجر زبره,سرامیک,MDF,,1,3 خواب بالا  1 خواب پایین  با کاغذ قیمت(مهدی  خانیان 1401/8/28)  قیمت جدید(1402/2/19 مهدی خانیان)  با تسویه شهرداری  1 اتاق سرپله(انباری)  کولر  راه پله
137,110110,168,NULL,ویلایی,نمازی غربی,خیابان نمازی غربی  روبروی پاکدوشان  بر بلوار,,2,,2,3٫80E+09,بتونی,شمالی,اجرنما,سنگ,سنگ و فلز,,1,با کاغذ قیمت: مهدی خانیان1401/9/6  یک خواب همکف  یک خواب سرپله  یک اتاق کنار پشت بام به عنوان انباری  با تسویه شهرداری
138,111111,177,NULL,زمین,خیابان قدس مرکزی,خیابان قدس - کوی سرو - بن بست 6 متری  جدید شرقی - پلاک شمالی,درست,,,,1٫65E+09,4361000000,شمالی,,,,,,با 2 طبقه پروانه 60 درصد  با کاغذ قیمت(بهزاد سلیمانی - 1401/9/5)  
139,112112,500,NULL,زمین,بلوار الغدیر,بلوار الغدیر - کوی تبسم10 - قبل از کوی چاه  حیدر - پلاک غربی,,,,,1٫11E+09,3800000000,غربی,,,,,,با کاغذ قیمت(مهدی خانیان - 1401/7/24)  8 دقیقه آب کانال  
140,113113,161,NULL,ویلایی,خیابان شریعتی غربی,خیابان شریعتی غربی(بلوار جمهوری) - کوی افلاکیان - بن بست 8 متری غربی - پلاک سوم شمالی جنوبی,,2,,5,2٫04E+09,سفت کاری شده,شمالی جنوبی,اجر زبره,,,1,1,با تسویه شهرداری  تیغه چینی  درب و دیوار و چنجره چینی  با کاغذ قیمت(بهزاد سلیمانی - بدون تاریخ)  سفتکاری  2 خواب همکف  3 خواب بالا
141,114114,129,NULL,ویلایی,خیابان آیت الله منتظری شمالی,بلوار منتظری شمالی - 12 متری - کوچه رویا - منزل جنوبی  2 پلاک مانده به آخر,,3,,,2٫60E+09,سفت کاری شده,جنوبی,,,,1,1,قیمت شده توسط مهدی خانیان(کاغذ در بنگاه موجود نیست)  بدون فیلم و عکس  با تسویه شهرداری  
142,115115,163,NULL,ویلایی,,خیابان حججی - بعد از دانشگاه - کوچه 10 متری دوم شرقی  وسط کوچه  پلاک شمالی,,2٫5,,4,2٫66E+09,سفت کاری شده,شمالی,,,,,1,با کاغذ قیمت(مهدی پورنمازیان - 1401/7/21)  سفتکاری  دو خواب همکف  دو خواب طبقه اول  نیم طبقه  بالا طبقه اول  
143,116116,379,NULL,ویلایی,خیابان امیرکبیر,خیابان امیرکبیر-بن بست زمرد شمالی  پلاک 64 غربی,,,,2,4٫09E+09,کلنگی,غربی,اجرنما,موزاییک,سنگ و فلز,,1,پخ 11.30 به 3 متر دارد  کاغذ قیمت از مهدی پورنمازیان به تاریخ 1401/7/23  بدون عکس و فیلم  کولر و آلاچیق فلزی
144,117117,162,NULL,زمین,شهرک سعیدفر,شهرک سعیدفر - خیابان امام رضا  خیابان ابوالفضل  پلاک جنوبی 10 متری,,,,,9٫72E+08,2657120000,جنوبی,,,,,,یا کاغذ قیمت: ابراهیم پورنمازیان 1401/8/14  تسویه شهرداری  کاربری باغ
145,110,,,,,,,,,,,,شمال شرقی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/6)  با تسویه شهرداری  ستون طبقه اول
146,118118,138,NULL,زمین,بلوار ولی عصر,بلوار ولی عصر - حد فاصل گلها و مدافعین حرم,,,,,2٫50E+09,972000000,جنوبی,,,,,,بدون کاغذ قیمت  قابلیت تجاری  معاوضه با منزل
147,119119,1101,NULL,زمین,بلوار دانشگاه,بلوار دانشگاه - جاده ویلاشهر - جاده دوم جنوبی - کوچه اول - خسروی شرقی - 7.30 متری وسط کوچه - پلاک131جنوبی,,,,,2٫90E+09,1349000000,جنوبی,,,,,,با کاغذ قیمت: مهدی پورنمازیان-1401/8/1  برق دارد  مجوز تفکیک شهرداری  دیوار یک طرف  سند تک برگ  معاوضه با آپارتمان تا حدود یک میلیارد و سیصد میلیون  
148,120120,95,NULL,ویلایی,چهارباغ,چهارباغ - کوی سپاهان- بن بست 6 متری اختصاصی  پلاک شمالی,,2,,4,2٫11E+09,بتونی,شمالی,سنگ,سرامیک,MDF,,1,با کاغذ قیمت: بهزاد سلیمانی(1401/8/29)  دو خواب پایین  دوخواب بالا  طبقه بالا سفتکاری  درب نرده  تسویه شهرداری
149,121121,176,NULL,ویلایی,خیابان رجایی جنوبی,خیابان رضایی جنوبی  بعد از شهدا  کوچه ایزدیخواه شرقی  8 متری-پلاک64جنوبی,درست,2,,3,4٫01E+09,نوساز,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/4/6)  مبلغ 4200 به گفته صاحب منزل  کمد دیواری  حمام مستر در یک خواب  دو خواب پایین  یک خواب بالا  پکیج - گاز صفحه ای  باربیکیو  معاوضه  16 پله 
150,122122,143,NULL,ویلایی,خیابان معرفت,خیابان معرفت - کوی گله داری-کوی شهیدان رحیمی  کوی غربی-پلاک جنوبی,,2,,3,5٫00E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/8/29)  با تسویه شهرداری  تراس بالا  تانک و پمپ  پرده و کولر  یک خواب پایین  دو خواب بالا  دزدگیر  درب برقی
151,123123,399,NULL,ویلایی,خیابان معرفت,خیابان معرفت  کوچه گلستان  بن بست آرامش,,2,,3,1٫00E+10,نوساز,شمالی,سنگ,سرامیک,های گلاس,1,1,بدون کاغذ قیمت  قیمت تقریبی  3 خواب همکف  1 اتاق سرپله  پکیج-کولر-حمام مستر  آبنما-کمد دیواری  فروش نقد یا معاوضه با ملک قابل قبول مالک  برق سه فاز  آب و آتش  زیرزمین  نورپردازی  
152,124124,214,NULL,ویلایی,شیخ بهایی جنوبی,خیابان شیخ بهایی جنوبی-کوچه سلطانیان  بن بست لادن  پلاک110  ورودی 2متر,,,,2,2٫09E+10,آهن,شمالی,اجرنما,موزاییک,MDF,,1,باکاغذقیمت(ابراهیم پورنمازیان-1401/4/12)  کولر-شیروانی-آبگرمکن  زیرزمین
153,125125,200,NULL,ویلایی,بلوار فجر,بلوار فجر-کوچه ابوذر-روبروی اولین تقاطع  منزل شمالی,درست,,,1,,بتونی,شمالی,اجرنما,موزاییک,MDF,1,1,منفی60  یک خواب  فقط متاهل
154,126126,183,NULL,ویلایی,خیابان دلگشا,خیابان دلگشا-خیابان مولوی جنوبی-بن بست رز-پلاک27,,2,,2,2٫78E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(حشمت الله خاکی-1401/6/20)  با تسویه شهرداری  با کولر  یک خواب پایین  یک خواب بالا  یک اتاق سرپله  زیرزمین
155,9,,,,,,,,,,,,شمالی,سنگ,موزاییک,MDF,1,1,بدون کاغذ قیمت  کمد دیواری
156,127127,840,NULL,باغ,خرم غربی,خیابان خرم غربی-بعد از آسفالت  کوچه دوم سمت راست,,,,3,1٫30E+10,بتونی,شمالی,سنگ,موزاییک,MDF,,,بدون کاغذ قیمت  30 دقیقه آب چاه  دوربین  دزدگیر-پرده-پکیج-ابگرمکن  استخر-درب و شیشه دوجداره-کمددیواری  پمپ و آبنما  عرض باغ کوچک و بزرگ است
157,128128,109,NULL,ویلایی,خیابان آیت الله منتظری شمالی,منتظری شمالی-12متری امید-بعد کوچه مهتاب-بن بست8 متری لاله شرقی-منزل روبه رو  پلاک135جنوبی,,2,,3,3٫08E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,,1,با کاغذ قیمت(مهدی پورنمازیان-1401/6/24)  یک خواب بالا  دو خواب پایین  ساخت مربوط به سال98  پرده-هود-پکیج-کف خواب  نرده و حیاط سازی  خریدار منزل همکف سه خواب
158,129129,200,NULL,زمین,شهدا غربی,خیابان شهداغربی-کوی مردانی-روبه روی کوی پوریا-پلاک شرقی,,,,,1٫60E+09,1500000000,شرقی,,,,,,کاغذ قیمت(مهدی خانیان-1401/9/7)
159,130130,200,NULL,زمین,بلوار ایزدی,بلوار ایزدی-کوی حجتی-بعدازتقاطع دهقان-بن بست شبنم13  پلاک آخر جنوبی,,,,,1٫50E+09,3358000000,جنوبی,,,,,,با کاغذ قیمت(1401/9/7مهدی خانیان)
160,131131,365,NULL,زمین,بلوار جمهوری,بر بلوار جمهوری  جنب مصالح فروشی حقیقی  پلاک شمالی,,,,,3٫36E+09,2963049999,شمالی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/4/20)  بر 5 متر و 12 متر هم هست
161,132132,34,NULL,تجاری,خیابان شریعتی غربی,بر خیابان شریعتی  مقابل خیابان ریاضی  پلاک 127 شمالی,,,,,2٫96E+09,آهن,شمالی,,,,,,با کاغذ قیمت(حشمت الله خاکی-1401/8/22)  بدون فیلم و عکس  همکف و زیر زمین انباری
162,133133,147,NULL,ویلایی,خیابان فرخی,خیابان فرخی-بعد از بلوار فجر-کوی دوستی-پلاک11جنوبی,,2,,3,3٫34E+09,بتونی,جنوبی,اجرنما,موزاییک,سنگ و فلز,1,1,کاغذ قیمت(مهدی پورنمازی 7/12/1401  باتسویه شهرداری  تصفیه آب و آیفون تصویری  یک خواب بالا  دو خواب سرپله
163,134134,120,NULL,ویلایی,خیابان رجایی جنوبی,رضایی جنوبی-بعد از شهدا-کوچه پیمان-پلاک1جنوبی,درست,,,,,آهن,جنوبی,اجرنما,,,1,1,دو خواب بزرگ  14 پله  طبقه اول  بالکن بزرگ  پارکینگ موتور
164,135135,206,NULL,زمین,شهرک سعیدفر,خیابان امام رضا-انتهای کوی بهار-فرعی آخر,,,,,6٫18E+08,2800000000,غربی,,,,,,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/6/3)  
165,136136,207,NULL,ویلایی,شیخ بهایی جنوبی,خیابان شیخ بهایی جنوبی-خیابان بزرگمهر-کوی مهدیه  بن بست اندیشه  درب روبرو شمالی,,2,,4,4٫30E+09,بتونی,شمالی,سنگ,سرامیک,MDF,,1,با کاغذ قیمت(مهدی خانیان-1401/4/28)  با تسویه شهرداری  پکیج و شیرآلات  انباری  دو خواب پایین  دو خواب بالا
166,137137,139,NULL,ویلایی,خیابان شریعتی غربی,خیابان شریعتی غربی  بلوار جمهوری  کوی بهارستان  کوی بوستان  پلاک جنوبی,درست,,,2,2٫80E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,,,با کاغذ قیمت(مهدی خانیان-1401/3/18)  ابعاد ذکر نشده  با تسویه شهرداری  کولر  طبقه دوم دیوارکشی و اجازه ساخت دارد
167,138138,152,NULL,زمین,خیابان مجاهد شمالی,آخر خیابان مجاهد شمالی-کوچه باغ بالاتر از مدرسه جدید  پلاک جنوبی-کوچه 3 تا 6 متری,,,,,6٫08E+08,,جنوبی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/1/23)  3 متر در مسیر - 8*19  با کاربری باغ
168,139139,200,NULL,ویلایی,خیابان 17 شهریور غربی,خیابان 17 شهریور غربی-بلوار کشاورز-کوچه یاسین-نبش بن بست نوا,درست,2,,4,,6400000000,جنوبی,,سرامیک,MDF,,1,رهن کامل  3خواب پایین  1خواب بالا  لوکس و کامل  تخلیه: 1401/12/10  
169,140140,221,NULL,ویلایی,بوستان زندگی,بلوار حجتی - کوی نرگس(قبل بوستان زندگی)-پلاک 23 شمالی,,2,,4,4٫49E+09,بتونی,شمالی,سنگ,سرامیک,MDF,,1,با کاغذ قیمت(مهدی خانیان-1401/7/11)  با تسویه شهرداری  تانک و پمپ  دوربین  معاوضه با منزل و زمین مسکونی  کوچه ده متری  سه سال ساخت  سه خواب همکف  یک خواب بالا
170,141141,70,NULL,تجاری,خیابان آیت الله منتظری شمالی,خیابان منتظری شمالی-پایین تر از بنگاه,درست,,,1,,نوساز,,,,,,,بالا مغازه  پکیج و کولر  حمام و دستشویی  
171,142142,194,NULL,ویلایی,بلوار فجر,بلوار فجر-کوی فاطمیه-بن بست مهر  پلاک46شمالی,,,,4,6٫40E+09,بتونی,شمالی,سنگ,پارکت,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/12)  ابراهیم پورنمازیان(1401/10/3)  با تسویه شهرداری  دو خواب همکف  دو خواب نیم طبقه بالا  دوبلکس هندی  معاوضه با منزل همکف و دو خواب نهایت تا سه میلیارد و دویست میلیون
172,143143,232,NULL,زمین,فلکه بسیج,فلکه بسیج-خیابان مجاور دانشگاه-کوچه ده متری شرقی,,,,,1٫40E+09,2776275000,شمالی,,,,,,کاغذ قیمت(مرتضی خانیان-1401/9/14)  معاوضه با خانه منتظری شمالی و تا حدود سه میلیارد و چهارصد
173,143,,,,,,,,,,,,شمال غربی,,,,,,کاغذ قیمت(مرتضی خانیان-1401/9/13)  معاوضه با منزل منتظری شمالی تا حدود سه میلیارد و چهارصد
181,151151,128,NULL,ویلایی,بلوار بهارستان,بلوار بهارستان  کوی بهرامی-کوی کریمی-پلاک35جنوبی,,2,,3,2٫54E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/16)  نوساز  دوبلکس  با تسویه شهرداری  تراس بالا  دو خواب بالا  یک خواب پایین  حمام مستر در خواب طبقه پایین  کمد دیواری  شیرآلات
